@relation anonymized

@attribute age numeric
@attribute fnlwgt numeric
@attribute education.num numeric
@attribute capital.gain numeric
@attribute capital.loss numeric
@attribute hours.per.week numeric
@attribute class {>50K,<=50K}

@data

17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,>50K
17,191868,2,452,0,6,<=50K
17,191868,2,452,0,6,<=50K
